Adj 1,Frequency
میگردی,2
کوش,34
جاوانی,1
میداری,2
گذاشتی,3
فراشتی,1
آمدهیی,1
زیرترین,1
گوشهای,1
ناپدیدار,8
گشتهتر,1
نامحکم,1
وبندگی,2
جانانی,11
برخواهی,3
وشدی,1
برخاک,1
آمدمی,4
نازنینت,3
میآوردی,1
پاکم,12
بگری,1
زیستمی,2
بگریستمی,2
مراتازه,1
دلیی,1
توأم,23
ز,9
برترش,2
محفوظم,2
فلکم,2
پرخطری,1
چون,4
مهجورتری,1
معذورتری,1
دورتری,2
برکاری,1
ماندهتر,1
نمیکنی,1
درکار,14
سیرآب,1
بشتافتمی,1
میفرمایی,1
عَدَم,1
کارسازی,1
بردهی,1
انگیختهای,1
خاکساری,17
تموزم,1
دوتائی,8
محرمم,2
بیغباری,1
متجلّی,2
زیبایی,33
منزویم,1
ردّی,1
حدّی,1
ممتحنم,1
دیدهامی,1
بستهٔ,1
غمناکی,1
گرفتهای,1
سرافرازش,1
آمدهای,2
مستتر,9
کس,2
افکندی,7
نادرهتر,1
عقابین,1
مشیکن,1
دوختهای,1
سوختهای,2
آموختهای,1
زخون,1
آهسته,22
مینستانی,1
تنگت,17
عهدشکن,2
عدمی,13
جانِ,1
بنوازی,2
بستوهم,1
بیگناه,51
مرغِ,2
همدردم,1
زدهای,1
چهارْ,2
صباش,2
دمد,2
طربناک,12
ریاحین,3
نخری,3
نبری,7
سرِپیکانش,1
غنچه,12
سبقی,7
بُردی,2
حَرَمی,1
عجمی,8
میزنی,10
ندمی,1
بشکافتمی,1
سفلهای,1
گریهٔ,1
سوختنی,7
تفته,3
سرافروز,1
دماغی,8
آتشخانه,5
مسکینم,2
بیشستی,1
دلگشایش,1
نکتهای,1
علمم,3
ورقی,5
وندادی,1
ذوفنون,7
مجرم,16
پرسی,22
ملحق,17
یزدان,9
ارجعی,8
حق,6
وقت,11
قفس,2
ریائی,1
باطنی,20
سالک,4
کاگاه,2
مفتوح,16
رفیقی,3
بنوشی,3
ناطق,10
قائم,57
لعنتی,9
کارگردی,1
خورسند,1
عیانی,18
وداناست,1
رهرو,4
مبدل,55
بدانی,2
سرّی,7
سرّ,27
منغلق,1
قبولش,2
هشتگانه,1
خوشنود,17
آنگاهی,4
ارضی,5
بحاصل,3
محکوم,57
بعقلی,1
گرکوشه,1
مطمئن,8
مستعد,19
بیعمل,1
خوشحال,8
متبوع,6
ذوقی,19
بیدلیلی,1
گردشش,1
پرخور,5
اجتهادی,3
رانوش,1
ملایم,19
همقدم,2
ضدّی,1
منعکس,15
تلوین,2
مستفیض,2
معلومش,6
زحق,1
گزیده,5
قوتی,1
هوائی,32
ودعوی,1
بشیرین,2
مگریز,11
هوشیارگردی,1
ووصل,1
باخبر,44
مجاهد,5
بپایش,1
نخوانده,4
ذوقیست,1
سعید,21
دلجوی,14
فزودی,11
دوتای,4
مردکار,2
درهای,1
باادب,3
بیجائی,1
رهنمونی,3
پرکرده,4
طفلی,1
ونقشی,1
بیشکی,165
مشرف,6
صحو,4
بشتافتستی,3
القلوب,1
ندیدستی,3
گرچنین,1
بیحد,33
اینجاگه,31
اینجایگه,27
بازگوئی,1
نغزآری,1
سخنهای,3
بادرد,3
بیچه,34
اناالحق,7
لایقی,2
منصور,2
بازگفتی,2
مهراس,11
خضرم,2
بیشک,27
یدبّر,1
بدبین,8
درگور,1
ولیکن,2
فنای,2
یکنظر,1
مرین,5
بیمعنی,5
زردشتی,6
بنیادی,16
مناهی,3
گر,9
برگشودی,2
بینیازی,2
درجملگی,1
درجنب,1
مهترینی,1
پاکباز,45
درآنمی,1
جامم,12
وعشق,2
بدفعل,1
درچه,1
واصلی,9
خواهند_اینجا,1
مستانه,12
اسرار,3
لاهوتی,8
ماخوری,1
اینجای,9
بگشوده,1
خدابین,11
دوری,15
مردت,1
وعظی,2
معبود,2
ارکاردانی,1
بازدانی,14
بستهٔخوار,1
بعقبی,1
مائی,4
باشی,3
معناش,2
ماتمام,1
سروردمی,1
راعیانی,1
مرپرده,1
بمانی,6
گربیابی,1
کاندرین,2
ببازم,1
اینجاترا,1
سودایت,12
وجان,5
منصوراینجا,1
واقفی,4
بنمائی,2
هشیارم,1
ابی,2
یافتستی,4
قرآنی,16
شیب,1
باریش,3
خسیسی,5
مسپری,1
تاتوانی,2
ودیگر,2
لاواصل,1
برفشانده,1
اشتیاقش,2
سالا,1
لامکانست,1
دوئی,12
ربّانی,11
بارز,4
حالیم,1
افغانی,7
آلهی,2
باظهار,1
مجرمم,1
الروح,2
جزوم,1
مادرین,1
مائید,1
جزؤم,1
دیدخدائی,1
باهوشی,1
فرعی,10
پاکبازی,2
عاشقانی,2
اسیری,5
بیشرمی,2
صبورم,10
سالکانی,3
بینیاز,2
اودیده,2
مبرّا,2
رازدیده,1
نسفتی,1
ماهمخانه,1
مصطفایم,1
مبتلایم,2
ودارد,1
چندخوانی,1
زدعوی,1
بلاکش,5
صفاتی,15
بیجا,41
شیخادر,1
سرسزای,1
لامکانه,1
بارگاهی,4
کی,6
مقالی,12
برجمله,1
اینجامعطل,1
تودرکلی,1
درمیانه,1
اندازم,5
بتقوی,2
دودیده,2
وچون,1
بینظیر,2
مغزبین,1
شیخا,1
بادین,2
بیک,2
میجوئی,5
لدنّی,3
گفتاندانی,1
خابین,1
میبین,3
بناز,7
بیگمانی,1
آغشتنی,1
حاذق,24
امانست,1
معنیّ,1
مقتدایست,1
مُسلّم,1
پیشوای,1
المرسلین,1
علمت,1
همقرین,1
بیائی,7
بشاهی,5
وابسته,10
مصطفایست,1
پابجای,1
ساختستی,2
بیراهی,1
معروفی,9
کرخ,4
گندیده,5
مکّی,1
مهلب,1
منیرم,3
مستطر,1
کازاده,1
نگین,8
کلیّ,1
علیّ,3
مراورا,1
تجرید,1
بکری,9
ازدور,1
بعیاری,1
روستائی,6
زجائی,2
عیّار,2
درمعنی,4
جبّه,5
فرمائی,1
قوّی,2
تجلیّ,1
حتم,2
مقعدینی,1
بادبین,1
باشکوه,7
مکمل,7
مسجل,3
شبخیز,4
مطّهر,1
مداری,4
درنگین,1
معنیهاش,2
غفّار,2
نیفتی,13
مَن,2
هوشداری,1
مطهّر,3
زعلمم,1
مظهرم,4
شریفش,7
یکباره,4
الستی,6
ودیده,1
وجانی,4
فاشی,1
بیحدّ,2
واصِلانی,1
مینگاری,1
نهائی,1
دراین,2
ناپدیدی,1
ناسوتی,5
پختهتر,9
دانندگانی,1
درگشائی,1
بکندی,1
برگزیدی,3
بیواسطه,1
ارزنی,8
ازدست,2
مرجای,1
لاالهی,1
پرراز,1
ازخاطر,1
بیعقل,3
برگشادی,2
نمیبینی,2
دلخون,1
خَوش,2
ازدیده,4
تام,31
درهرچه,1
سرکاردیدی,1
صنعةاللّه,1
بودندی,2
واصلان,2
چوخاکی,1
کلّ,5
قیاسی,6
اوآنجا,1
فناخواهی,1
ماوای,2
سرهم,2
زودبین,1
بیجهت,1
جوهرافشانی,1
اللّهی,4
یکبارِگی,1
یکتائی,5
بینشان,1
ناگاهی,9
چوروباه,1
فعلی,15
مینیابی,1
جه,2
غوغای,2
میگذاری,4
توهستی,1
ماندستی,6
طریقت,3
گوشِ,1
میشتابی,2
میفشانی,5
آنجاگه,2
ازنمودار,1
مبدّل,3
البروجی,1
واصلانی,1
پراسرار,1
دانستی,6
برگشوده,3
دانستهام,1
تونیابی,1
خودندانی,1
غائب,2
غائبی,2
کجادرخاک,1
نکونامی,6
برگوچه,1
قبولی,3
نیندیشی,3
بخسره,1
پایداری,5
باهم,2
صدمنی,1
زبده,6
بودستی,2
بکلّی,5
ستّار,2
نار,4
منزّه,3
غمخور,6
جاگه,3
مغروری,9
چرائی,3
نشناسی,9
فارغی,9
اوفتی,5
ابتدائی,2
بیحاصل,12
بیدارداری,1
مرچه,2
حسابی,7
عشاق,2
محبوبم,4
نفیسی,1
رحیمم,1
چپش,17
یکّی,4
درجهان,1
فردباشی,1
پرمهر,1
رحمانی,1
چندگوئی,1
حوّا,1
برخور,8
درحکم,1
وآزاد,2
نیکوئی,3
مرو,2
رهی,1
غوغا,1
نرفتی,4
اعیان,1
ذلّی,1
مینهی,5
سفل,3
عقال,1
اوشدی,1
ورا,9
جنّت,1
کردگاری,1
خَور,1
بماندستی,2
زینجایگه,2
نیکخو,1
وخواری,2
درش,6
میامیز,2
شدی,1
زانِ,1
اعیانی,1
بداری,4
بیزبانی,6
وحاصل,1
اللّه,13
جانبخشی,1
لذیذ,23
کاینجای,1
غدّاری,3
زخود,2
سزاواری,2
بیگانهاش,1
خودبر,1
وبالی,9
توخبر,1
سرائی,7
برآوردم,1
حیّ,1
مانشستی,1
جملگی,2
محمّدﷺ,1
سرّالهی,1
منکشف,9
راحاضر,1
فروشوی,2
گوئی,17
ودر,4
حزینی,4
بیکره,3
مبّرا,1
پلیدی,2
ابردار,2
مرفاش,1
پایانی,10
اینجامعانی,1
برنشانه,1
سرّدلدار,1
مردای,1
ازدلدارمانده,1
غرقی,3
برگزینی,3
دُردانه,2
یکسانی,5
کُشتی,1
نکوئی,2
میتوانی,2
بتسلیمی,1
سازم,6
نرستی,6
موصوفی,2
وصولی,1
بمخروش,1
بباری,1
گردشی,8
اوفتادستی,1
منفعل,94
شریفی,4
رانمیدانی,1
مریار,1
درمیخانه,1
نخستی,2
راباز,1
وبلائی,1
زاندک,1
نارسیدی,1
پیغمبران,1
میخوری,2
گفتِ,1
باختستی,1
ماندهٔخوار,1
مراتحقیق,1
سُفته,2
فروده,1
لقایش,1
منتصف,1
راستانی,1
صدّیق,1
ویکی,3
مشهوری,4
تودیده,1
متّصل,3
بنمود,1
نِی,1
مرابین,1
بشیراز,1
درگمانی,1
مصفّا,5
کفّار,1
خواهی_اینجا,1
گند,14
سرآید,2
بردستی,1
رگهاگرفته,1
بدمستانه,1
میگوئی,7
نشناختستی,1
ونزدیکی,1
بخلق,4
هواگیر,3
زکل,1
تست,1
عاشقان,2
احولی,6
برافشان,1
خدایند,1
درخاک,2
کائناتی,1
میباری,1
دادستی,2
غرّهٔ,1
رندانه,45
جانست,3
ضعیفی,63
برفشاندی,4
پردهای,1
جوهرم,2
بیکباره,2
پرگوی,1
ناسپاسی,1
کبریائی,9
ذل,13
سرباز,2
میپاشی,1
بیخویشند,1
رقصان,17
اقتلونی,2
سجودش,2
برداری,17
باعزاز,1
وانگاهی,1
اسمی,24
برنداری,1
میبسی,1
پراندیش,1
هواللّه,3
مسخّر,4
بشنوده,2
ثریّا,3
زانکه,4
سوزانیده,1
سراپای,4
نیای,2
بیروح,3
بخاک,4
فراقی,6
میرهائی,1
بمسکن,1
فیروز,1
راستگو,6
بسپار,1
عجائب,2
کَنی,1
سُباعی,1
کمترک,1
مجنونی,18
مَنْ,1
مصطفائی,5
ضائعش,1
مصفّی,1
پیشوائی,1
موسیّ,1
سالکانِ,1
دادهٔعطّار,1
خواهی_آخر,1
خواهی_در,1
خواهی_از,3
خارجی,40
مکمّل,1
ایّوب,2
آبادتر,4
ناسُفتنی,1
یقین,1
مردگی,6
مردنی,14
مرتوئی,1
دواکن,1
طبیبا,1
راحتی,7
مُردمی,1
آزادت,6
خوددیدار,1
درمنمعانی,1
مقصودکل,1
سرشناس,2
مرگوی,1
قربت,2
بغایت,1
رهنمائی,2
نمیدانی,4
وآگاهی,1
میشناسی,1
آخرگه,1
مپرهیز,5
بینداز,2
الاّ,1
وغباری,1
وآشنائی,1
میدمی,5
بشناختستی,1
صرصرٍ,1
بیغوله,1
شان,1
بایدش,4
مَر,1
ترسو,2
ازعیانی,1
ازلتان,1
همدمم,2
رهش,4
سالکی,2
بودپرده,1
مسیکن,1
مقیمم,5
جانانست,2
لاشوم,1
بردارش,1
خودباز,1
خطابست,1
مسلّم,10
ودزدی,1
دوستدار,3
دلق,12
زندیق,1
دوانی,1
واصلانه,1
مانگر,1
بینانی,2
اشکن,2
قصدبارگه,1
ازخود,4
برآمیز,4
فدایش,1
مطلّع,1
لانموده,1
آدمم,1
گرواصل,1
ذاتند,1
شوئی,2
اوستی,1
آرمیدی,1
بسیطی,4
مینمودی,1
ماندئی,1
مینبودی,1
بوداست,1
خویتشن,1
اینجاگشاده,1
وبنده,1
دریاب,2
ناسفتنی,1
شرعم,1
هوشمند,93
واصف,1
خاکم,10
درمیانی,1
حدّ,2
یکیست,1
ملّاح,1
لاشی,5
تحقیقی,9
چگوئی,1
نوشتی,1
برگشادستی,1
یاربین,1
وئی,2
بوقحافه,1
دریابی,13
مرغوب,10
خونخور,1
السرّی,2
وعامی,2
بایمان,2
راگوش,2
جنّتی,2
زردیّ,2
معیّن,11
سلطانی,12
لدّنی,3
جبّهٔ,2
بمصر,2
بخوارزمی,2
فرنگی,20
کاشتی,7
کوشیده,2
ممیر,6
منجلی,5
گمره,3
مهدیی,1
لحمی,5
همره,13
سرّمعنی,1
خلی,5
دورافتاده,1
درگیتی,4
رازآنکه,1
دوختی,6
متّهم,4
پرغوغا,4
احمدی,1
بیراه,1
شخصی,15
رهزن,11
لبّ,1
مقصودت,2
بغیر,6
بیعتی,3
لفظی,12
اعلم,1
بدعالمی,1
مکرمی,2
کرخی,3
سقطی,5
موصلی,5
نخشبی,3
غیم,3
بآسانی,3
دانانی,1
مختفی,6
فکری,15
مفت,97
روسیاه,6
بایشان,2
دنیاپرست,7
سربلند,31
هیفده,1
مقلّد,1
بوذر,2
وعقبی,7
بیاویزی,1
ناصبی,7
خدامردانه,1
برملا,23
گردنی,16
وابستهٔگلخن,1
بامرتضی,1
توایم,3
متهّم,1
پردلی,1
ارژنه,1
مامعنی,1
وقّاص,1
علن,5
نرمکی,1
راکمتر,1
کرّار,1
کاظم,1
عازم,2
پرهیزکار,9
هولناک,16
بدرهائی,1
بدبیگانه,1
بددوری,1
بحقّ,1
لاده,2
مطاع,12
سرپوش,1
عارف,28
نبیّ,2
ملتجی,6
حاکمم,1
بقلاّبی,1
باصفا,4
گیج,20
هیمهٔ,1
محروقش,1
مبتلاش,1
بدآدمی,1
جانانه,65
بخود,3
باین,3
ببدنامی,2
پوچی,1
قابل,6
تازیّ,1
اودر,1
مقتدا,1
شعاری,9
محرمش,2
تیزهوش,9
بانکی,1
خودفتادی,1
صمد,1
خاموشی,6
بزّاز,1
بزاز,3
هلال,2
أبلهی,1
ابلهی,2
ناصاف,8
همدل,8
منصوروار,2
منحرف,13
ملحدی,1
وصرف,1
باعامیی,1
سلیم,19
دویدندی,1
بخواب,2
درچهی,1
اونوری,1
غبی,4
ملقّب,2
ادنی,17
غیرش,12
مخوان,6
جابجا,13
اذکار,1
فدادر,1
جاحد,1
مکدّر,5
مسیّب,1
سعادتمند,9
پوسیده,14
اکمل,9
لشگر,10
محنتی,7
غیبتی,3
زندگیّ,1
همدمی,3
بروح,1
سدّ,4
آرائی,1
مظفّر,3
علیّین,1
میخوانی,5
عاق,1
بدانا,1
دمّی,1
بنور,2
بصری,13
آبادیش,1
منعمی,1
پردرهمی,1
ازنیکی,1
خدامیکن,1
سبحانی,1
مستی,3
بیرهی,2
برخیر,1
مقرّ,4
تقلیدی,4
رحمن,3
خربنده,5
بصحرا,4
بالغتر,1
عصی,1
سیئی,1
اشهبی,2
کردنی,17
ببالا,1
لازبی,1
خشکت,1
هامانی,2
مهجورتر,3
مشور,2
خویشم,8
ازگرمی,1
چوندرآوردی,1
مجروحم,4
جرمم,3
السیف,1
روبی,3
پیرزاد,1
پوشیدش,1
انگشتری,2
مهدیش,1
عقبهٔ,1
مساقاتی,1
برآستین,1
ذوی,1
شق,1
علیست,1
گشتمی,8
اکافی,2
یکدمم,1
پستان,1
کوری,7
عنانی,14
قافی,1
طوافی,3
تاجی,3
کودن,15
ناسخته,1
حسانی,7
غیبیم,2
نیائی,3
کردئی,1
قولنجی,1
خبیث,27
لاینفع,1
ننهی,7
طاعتت,1
درویشتر,2
گمراهی,1
مذکر,7
غرقاوآمده,1
سدره,4
کامگار,6
میخفتی,1
واویلی,1
میبری,4
انداختی,13
عقابی,9
دردمی,2
ازدمی,1
تفتی,1
همتاش,1
پیداش,2
گبر,1
مغشوش,16
وپارهٔ,1
تادیوانه,1
بیدریغ,4
زانجایگه,2
بیدلی,29
میخسبی,1
برگوری,1
پیچاپیچ,6
بپا,14
بوموسی,1
وشیرین,1
اشکبار,40
بادنیمی,1
زرینتر,1
عالیست,1
پائین,1
محتاجتر,3
ودار,2
خوشخوانتر,1
چنانست,1
پربرف,1
سودائی,4
ملهم,14
یکسوی,4
خرگم,1
شش,1
چندگاه,3
ناایمن,2
گردآورده,1
مابعد,1
قرارم,4
سرگشتگی,1
بشوق,1
کلیچه,1
درنی,2
درکوی,1
بستانمی,1
سلطانمی,1
همتی,2
مشغله,1
قبضی,2
پرهمای,1
زاهن,1
جامعی,3
مبرزی,1
مخنث,17
مستسقی,5
اودقی,1
وخاکی,1
خطرناکم,1
براه,5
پوشیدهتر,1
بخشم,1
وآهن,1
برآئی,1
محتاجی,4
پیمودمی,4
گهردار,1
ماندهام,1
پالانی,5
کفشگر,3
طپانچه,8
باخدا,2
بیمغزی,2
وپری,3
حریصی,3
